GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.72 [0.69-0.74],0.71892,0.69240,0.74472,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.73 [0.7-0.75],0.72676,0.69895,0.75414,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.73 [0.71-0.76],0.73493,0.70704,0.76370,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1970,1970,,AMR,Americas,,,1970,1970,,,USA,United States of America,,,,,MLE,Male,,,,,,,,22.28 [21.91-22.67],22.27806,21.91463,22.67069,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1971,1971,,AMR,Americas,,,1971,1971,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,19.09 [18.78-19.41],19.08663,18.78304,19.41453,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1975,1975,,AMR,Americas,,,1975,1975,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14.03 [13.79-14.29],14.03454,13.79064,14.28853,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1975,1975,,AMR,Americas,,,1975,1975,,,USA,United States of America,,,,,MLE,Male,,,,,,,,17.74 [17.44-18.04],17.73601,17.44138,18.04043,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1976,1976,,AMR,Americas,,,1976,1976,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,15.18 [14.94-15.43],15.17824,14.93778,15.42938,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1976,1976,,AMR,Americas,,,1976,1976,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,13.44 [13.21-13.68],13.43926,13.20718,13.67737,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,12.1 [11.9-12.3],12.10375,11.89686,12.30067,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,10.78 [10.58-10.97],10.77851,10.58341,10.96813,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,MLE,Male,,,,,,,,13.36 [13.13-13.59],13.36444,13.12543,13.59442,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1982,1982,,AMR,Americas,,,1982,1982,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,11.65 [11.45-11.85],11.65350,11.45074,11.84731,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,USA,United States of America,,,,,MLE,Male,,,,,,,,11.57 [11.37-11.77],11.56925,11.36832,11.76982,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,10.16 [9.99-10.34],10.16213,9.99357,10.33510,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,9.01 [8.84-9.17],9.00576,8.84499,9.16979,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1987,1987,,AMR,Americas,,,1987,1987,,,USA,United States of America,,,,,MLE,Male,,,,,,,,11.26 [11.07-11.46],11.26480,11.07032,11.46315,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,8.79 [8.64-8.94],8.78695,8.64201,8.94096,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,7.8 [7.66-7.95],7.80213,7.66235,7.95071,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,MLE,Male,,,,,,,,9.72 [9.56-9.9],9.72308,9.55733,9.89958,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,8.48 [8.34-8.62],8.48045,8.33975,8.62308,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,7.56 [7.42-7.7],7.55887,7.42398,7.69896,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,MLE,Male,,,,,,,,8.24 [8.09-8.39],8.24181,8.09207,8.38696,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,7.35 [7.23-7.48],7.35334,7.23028,7.47537,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.64 [6.52-6.77],6.64346,6.52132,6.76535,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,MLE,Male,,,,,,,,8.03 [7.88-8.17],8.02854,7.88430,8.16916,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.13 [6.02-6.25],6.13451,6.02383,6.24585,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,MLE,Male,,,,,,,,7.58 [7.45-7.72],7.58445,7.45373,7.72215,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,6.81 [6.7-6.93],6.81285,6.70310,6.92562,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,6.1 [5.99-6.21],6.09532,5.98722,6.20690,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,6.36 [6.26-6.46],6.35857,6.25654,6.46055,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,5.73 [5.63-5.84],5.73144,5.63089,5.83616,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,MLE,Male,,,,,,,,6.96 [6.84-7.07],6.95500,6.83553,7.07287,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,6.25 [6.14-6.35],6.24502,6.14353,6.34642,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,5.34 [5.25-5.44],5.34350,5.24829,5.44199,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,MLE,Male,,,,,,,,6.38 [6.27-6.5],6.38390,6.27072,6.49631,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,5.81 [5.71-5.9],5.80587,5.70896,5.90154,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,5.28 [5.18-5.38],5.28337,5.18447,5.38254,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,5.44 [5.22-5.66],5.44206,5.21988,5.66214,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,4.94 [4.72-5.15],4.93989,4.72427,5.15304,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,MLE,Male,,,,,,,,5.92 [5.67-6.17],5.91926,5.67082,6.17482,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1990,1990,,AMR,Americas,,,1990,1990,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.1 [1.08-1.13],1.10276,1.08392,1.12684,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1991,1991,,AMR,Americas,,,1991,1991,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.08 [1.06-1.09],1.07551,1.05902,1.09376,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.05 [1.04-1.07],1.05272,1.03809,1.06764,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,1.03 [1.02-1.05],1.03238,1.01885,1.04552,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.69 [0.68-0.69],0.68617,0.67889,0.69384,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.66 [0.65-0.67],0.66024,0.65345,0.66830,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.63 [0.63-0.64],0.63484,0.62828,0.64311,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.61 [0.61-0.62],0.61201,0.60560,0.62062,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.59 [0.59-0.6],0.59338,0.58703,0.60228,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1969,1969,,AMR,Americas,,,1969,1969,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,54 324 [53 115-55 558],54324.00000,53115.00000,55558.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1983,1983,,AMR,Americas,,,1983,1983,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27 037 [26 358-27 758],27037.00000,26358.00000,27758.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1984,1984,,AMR,Americas,,,1984,1984,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,26 531 [25 872-27 237],26531.00000,25872.00000,27237.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1985,1985,,AMR,Americas,,,1985,1985,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,26 004 [25 343-26 684],26004.00000,25343.00000,26684.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1986,1986,,AMR,Americas,,,1986,1986,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,25 473 [24 834-26 126],25473.00000,24834.00000,26126.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,18 308 [17 843-18 771],18308.00000,17843.00000,18771.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,18 449 [17 997-18 910],18449.00000,17997.00000,18910.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,18 715 [18 257-19 181],18715.00000,18257.00000,19181.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,18 853 [18 386-19 316],18853.00000,18386.00000,19316.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,14 967 [14 592-15 338],14967.00000,14592.00000,15338.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,14 725 [14 346-15 104],14725.00000,14346.00000,15104.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,14 382 [13 969-14 785],14382.00000,13969.00000,14785.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,13 887 [13 401-14 367],13887.00000,13401.00000,14367.00000,,,
