,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
16274,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,2019,2019,,USA,United States of America,,,,,,,
16275,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,2019,2019,,USA,United States of America,,,,,,,
16276,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,2019,2019,,USA,United States of America,,,,,,,
16277,NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,2019,2019,,USA,United States of America,,,,,,,
16278,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2019,2019,,USA,United States of America,,,,,,,
16279,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2019,2019,,USA,United States of America,,,,,,,
16280,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,2019,2019,,USA,United States of America,,,,,,,
16281,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,2019,2019,,USA,United States of America,,,,,,,
16282,NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,2019,2019,,USA,United States of America,,,,,,,
16283,NCD_CCS_paaware,Implementation of physical activity public awareness program,2019,2019,,USA,United States of America,,,,,,,
16284,NCD_CCS_DiabetesReg,Existence of a diabetes registry,2019,2019,,USA,United States of America,,,,,,,
16285,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,2019,2019,,USA,United States of America,,,,,,,
16286,NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2019,2019,,USA,United States of America,,,,,,,
16287,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,2019,2019,,USA,United States of America,,,,,,,
16288,NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",2019,2019,,USA,United States of America,,,,,,,
16289,NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,2019,2019,,USA,United States of America,,,,,,,
16290,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2019,2019,,USA,United States of America,,,,,,,
16291,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2019,2019,,USA,United States of America,,,,,,,
16292,NCD_CCS_Insulin,General availability of insulin in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16293,NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16294,NCD_CCS_Metformin,General availability of metformin in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16295,NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16296,NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16297,NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16298,NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16299,NCD_CCS_betablockers,General availability of beta blockers in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16300,NCD_CCS_Statins,General availability of statins in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16301,NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16302,NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16303,NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16304,NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16305,NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,2019,2019,,USA,United States of America,,,,,,,
16306,NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,2019,2019,,USA,United States of America,,,,,,,
16307,NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,2019,2019,,USA,United States of America,,,,,,,
16308,NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,2019,2019,,USA,United States of America,,,,,,,
16309,NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,2019,2019,,USA,United States of America,,,,,,,
16310,NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),2019,2019,,USA,United States of America,,,,,,,
16311,NCD_CCS_hpv,Existence of national HPV vaccination programme,2019,2019,,USA,United States of America,,,,,,,
16312,NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,2019,2019,,USA,United States of America,,,,,,,
16313,NCD_CCS_dialysis,General availability of dialysis in the public health system,2019,2019,,USA,United States of America,,,,,,,
16314,NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,2019,2019,,USA,United States of America,,,,,,,
16315,NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,2019,2019,,USA,United States of America,,,,,,,
16316,NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,2019,2019,,USA,United States of America,,,,,,,
16317,NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,2019,2019,,USA,United States of America,,,,,,,
16318,NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,2019,2019,,USA,United States of America,,,,,,,
16319,NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,2019,2019,,USA,United States of America,,,,,,,
16320,NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,2019,2019,,USA,United States of America,,,,,,,
16321,NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,2019,2019,,USA,United States of America,,,,,,,
16322,NCD_CCS_rheumreg,Existence of a register of patients who had rheumatic fever and rheumatic heart disease,2019,2019,,USA,United States of America,,,,,,,
16323,NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,2019,2019,,USA,United States of America,,,,,,,
16324,NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,2019,2019,,USA,United States of America,,,,,,,
16325,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",2021,2021,,USA,United States of America,,,,,,,
16326,NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,2021,2021,,USA,United States of America,,,,,,,
16327,NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",2021,2021,,USA,United States of America,,,,,,,
16328,NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,2021,2021,,USA,United States of America,,,,,,,
16329,NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,2021,2021,,USA,United States of America,,,,,,,
16330,NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,2021,2021,,USA,United States of America,,,,,,,
16331,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",2021,2021,,USA,United States of America,,,,,,,
16332,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,2021,2021,,USA,United States of America,,,,,,,
16333,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,2021,2021,,USA,United States of America,,,,,,,
16334,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,2021,2021,,USA,United States of America,,,,,,,
16335,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,2021,2021,,USA,United States of America,,,,,,,
16336,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,2021,2021,,USA,United States of America,,,,,,,
16337,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,2021,2021,,USA,United States of America,,,,,,,
16338,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2021,2021,,USA,United States of America,,,,,,,
16339,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,2021,2021,,USA,United States of America,,,,,,,
16340,NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,2021,2021,,USA,United States of America,,,,,,,
16341,NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,2021,2021,,USA,United States of America,,,,,,,
16342,NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,2021,2021,,USA,United States of America,,,,,,,
16343,NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,2021,2021,,USA,United States of America,,,,,,,
16344,NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,2021,2021,,USA,United States of America,,,,,,,
16345,NCD_CCS_paaware,Implementation of physical activity public awareness program,2021,2021,,USA,United States of America,,,,,,,
16346,NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,2021,2021,,USA,United States of America,,,,,,,
16347,NCD_CCS_SatFat,Existence of national policies on saturated fatty acids,2021,2021,,USA,United States of America,,,,,,,
16348,NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,2021,2021,,USA,United States of America,,,,,,,
16349,NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,2021,2021,,USA,United States of America,,,,,,,
16350,NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,2021,2021,,USA,United States of America,,,,,,,
16351,NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,2021,2021,,USA,United States of America,,,,,,,
16352,NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality,2021,2021,,USA,United States of America,,,,,,,
16353,NCD_CCS_ALC_TARGET,Existence of a national target on alcohol,2021,2021,,USA,United States of America,,,,,,,
16354,NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity,2021,2021,,USA,United States of America,,,,,,,
16355,NCD_CCS_SALT_TARGET,Existence of a national target on salt,2021,2021,,USA,United States of America,,,,,,,
16356,NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,2021,2021,,USA,United States of America,,,,,,,
16357,NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,2021,2021,,USA,United States of America,,,,,,,
16358,NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,2021,2021,,USA,United States of America,,,,,,,
16359,NCD_CCS_OBES_TARGET,Existence of a national target on obesity,2021,2021,,USA,United States of America,,,,,,,
16360,NCD_CCS_DRUG_THERAPY_TARGET,Existence of a national target on drug therapy and counselling,2021,2021,,USA,United States of America,,,,,,,
16361,NCD_CCS_ESS_MEDS_TECH_TARGET,Existence of a national target on essential medicines and technologies,2021,2021,,USA,United States of America,,,,,,,
16362,NCD_CCS_PBCR,Existence of population-based cancer registry,2021,2021,,USA,United States of America,,,,,,,
16363,NCD_CCS_DiabetesReg,Existence of a diabetes registry,2021,2021,,USA,United States of America,,,,,,,
16364,NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2021,2021,,USA,United States of America,,,,,,,
16365,NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",2021,2021,,USA,United States of America,,,,,,,
16366,NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use",2021,2021,,USA,United States of America,,,,,,,
