,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
15228,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2012,2012,,USA,United States of America,,,BTSX,Both sexes,,
15229,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2019,2019,,USA,United States of America,,,BTSX,Both sexes,,
15230,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1991,1991,,USA,United States of America,,,FMLE,Female,,
15231,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1996,1996,,USA,United States of America,,,FMLE,Female,,
15232,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1998,1998,,USA,United States of America,,,FMLE,Female,,
15233,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2005,2005,,USA,United States of America,,,FMLE,Female,,
15234,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2007,2007,,USA,United States of America,,,FMLE,Female,,
15235,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2014,2014,,USA,United States of America,,,FMLE,Female,,
15236,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2016,2016,,USA,United States of America,,,FMLE,Female,,
15237,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1991,1991,,USA,United States of America,,,MLE,Male,,
15238,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",1993,1993,,USA,United States of America,,,MLE,Male,,
15239,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2000,2000,,USA,United States of America,,,MLE,Male,,
15240,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2002,2002,,USA,United States of America,,,MLE,Male,,
15241,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2009,2009,,USA,United States of America,,,MLE,Male,,
15242,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2011,2011,,USA,United States of America,,,MLE,Male,,
15243,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2016,2016,,USA,United States of America,,,MLE,Male,,
15244,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",2018,2018,,USA,United States of America,,,MLE,Male,,
15245,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1995,1995,,USA,United States of America,,,BTSX,Both sexes,,
15246,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1997,1997,,USA,United States of America,,,BTSX,Both sexes,,
15247,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2004,2004,,USA,United States of America,,,BTSX,Both sexes,,
15248,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2006,2006,,USA,United States of America,,,BTSX,Both sexes,,
15249,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2011,2011,,USA,United States of America,,,BTSX,Both sexes,,
15250,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2013,2013,,USA,United States of America,,,BTSX,Both sexes,,
15251,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1990,1990,,USA,United States of America,,,FMLE,Female,,
15252,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1992,1992,,USA,United States of America,,,FMLE,Female,,
15253,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1999,1999,,USA,United States of America,,,FMLE,Female,,
15254,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2001,2001,,USA,United States of America,,,FMLE,Female,,
15255,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2006,2006,,USA,United States of America,,,FMLE,Female,,
15256,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2008,2008,,USA,United States of America,,,FMLE,Female,,
15257,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2015,2015,,USA,United States of America,,,FMLE,Female,,
15258,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2017,2017,,USA,United States of America,,,FMLE,Female,,
15259,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1994,1994,,USA,United States of America,,,MLE,Male,,
15260,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",1996,1996,,USA,United States of America,,,MLE,Male,,
15261,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2001,2001,,USA,United States of America,,,MLE,Male,,
15262,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2003,2003,,USA,United States of America,,,MLE,Male,,
15263,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2010,2010,,USA,United States of America,,,MLE,Male,,
15264,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2012,2012,,USA,United States of America,,,MLE,Male,,
15265,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",2019,2019,,USA,United States of America,,,MLE,Male,,
15266,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1991,1991,,USA,United States of America,,,BTSX,Both sexes,,
15267,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1996,1996,,USA,United States of America,,,BTSX,Both sexes,,
15268,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1998,1998,,USA,United States of America,,,BTSX,Both sexes,,
15269,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2005,2005,,USA,United States of America,,,BTSX,Both sexes,,
15270,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2007,2007,,USA,United States of America,,,BTSX,Both sexes,,
15271,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2014,2014,,USA,United States of America,,,BTSX,Both sexes,,
15272,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2016,2016,,USA,United States of America,,,BTSX,Both sexes,,
15273,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1991,1991,,USA,United States of America,,,FMLE,Female,,
15274,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1993,1993,,USA,United States of America,,,FMLE,Female,,
15275,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1995,1995,,USA,United States of America,,,FMLE,Female,,
15276,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2000,2000,,USA,United States of America,,,FMLE,Female,,
15277,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2002,2002,,USA,United States of America,,,FMLE,Female,,
15278,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2009,2009,,USA,United States of America,,,FMLE,Female,,
15279,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2011,2011,,USA,United States of America,,,FMLE,Female,,
15280,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2016,2016,,USA,United States of America,,,FMLE,Female,,
15281,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2018,2018,,USA,United States of America,,,FMLE,Female,,
15282,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1990,1990,,USA,United States of America,,,MLE,Male,,
15283,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1995,1995,,USA,United States of America,,,MLE,Male,,
15284,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",1997,1997,,USA,United States of America,,,MLE,Male,,
15285,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2004,2004,,USA,United States of America,,,MLE,Male,,
15286,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2006,2006,,USA,United States of America,,,MLE,Male,,
15287,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2011,2011,,USA,United States of America,,,MLE,Male,,
15288,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2013,2013,,USA,United States of America,,,MLE,Male,,
15289,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",2015,2015,,USA,United States of America,,,MLE,Male,,
15290,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1990,1990,,USA,United States of America,,,BTSX,Both sexes,,
15291,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1992,1992,,USA,United States of America,,,BTSX,Both sexes,,
15292,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1999,1999,,USA,United States of America,,,BTSX,Both sexes,,
15293,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2001,2001,,USA,United States of America,,,BTSX,Both sexes,,
15294,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2008,2008,,USA,United States of America,,,BTSX,Both sexes,,
15295,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2010,2010,,USA,United States of America,,,BTSX,Both sexes,,
15296,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2015,2015,,USA,United States of America,,,BTSX,Both sexes,,
15297,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2017,2017,,USA,United States of America,,,BTSX,Both sexes,,
15298,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1994,1994,,USA,United States of America,,,FMLE,Female,,
15299,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1996,1996,,USA,United States of America,,,FMLE,Female,,
15300,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2003,2003,,USA,United States of America,,,FMLE,Female,,
15301,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2005,2005,,USA,United States of America,,,FMLE,Female,,
15302,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2010,2010,,USA,United States of America,,,FMLE,Female,,
15303,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2012,2012,,USA,United States of America,,,FMLE,Female,,
15304,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2019,2019,,USA,United States of America,,,FMLE,Female,,
15305,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1991,1991,,USA,United States of America,,,MLE,Male,,
15306,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",1998,1998,,USA,United States of America,,,MLE,Male,,
15307,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2000,2000,,USA,United States of America,,,MLE,Male,,
15308,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2005,2005,,USA,United States of America,,,MLE,Male,,
15309,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2007,2007,,USA,United States of America,,,MLE,Male,,
15310,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2014,2014,,USA,United States of America,,,MLE,Male,,
15311,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",2016,2016,,USA,United States of America,,,MLE,Male,,
15312,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1993,1993,,USA,United States of America,,,BTSX,Both sexes,,
15313,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1995,1995,,USA,United States of America,,,BTSX,Both sexes,,
15314,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
15315,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2002,2002,,USA,United States of America,,,BTSX,Both sexes,,
15316,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2009,2009,,USA,United States of America,,,BTSX,Both sexes,,
15317,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2011,2011,,USA,United States of America,,,BTSX,Both sexes,,
15318,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2018,2018,,USA,United States of America,,,BTSX,Both sexes,,
15319,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1990,1990,,USA,United States of America,,,FMLE,Female,,
15320,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1995,1995,,USA,United States of America,,,FMLE,Female,,
15321,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1997,1997,,USA,United States of America,,,FMLE,Female,,
15322,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2004,2004,,USA,United States of America,,,FMLE,Female,,
15323,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2006,2006,,USA,United States of America,,,FMLE,Female,,
15324,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2013,2013,,USA,United States of America,,,FMLE,Female,,
15325,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2015,2015,,USA,United States of America,,,FMLE,Female,,
15326,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1990,1990,,USA,United States of America,,,MLE,Male,,
15327,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1992,1992,,USA,United States of America,,,MLE,Male,,
15328,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",1999,1999,,USA,United States of America,,,MLE,Male,,
15329,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",2001,2001,,USA,United States of America,,,MLE,Male,,
